stars,review_count,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsReservations,Caters,RestaurantsTakeOut,GoodForKids,RestaurantsGoodForGroups,RestaurantsDelivery,HasTV,BikeParking
1,21,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,62,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2,5,,,,,FALSE,,,TRUE,,
3.5,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
4,167,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
4,52,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
3,198,TRUE,TRUE,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,
1.5,40,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,91,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,36,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
5,13,,,,,,,,,TRUE,
2,101,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1.5,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
4,15,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,FALSE,TRUE
4,10,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,
4,281,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,5,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,36,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
2,15,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4.5,87,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3.5,92,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
4,325,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,535,TRUE,None,TRUE,FALSE,None,FALSE,TRUE,None,TRUE,FALSE
2.5,8,,,,,FALSE,,,TRUE,,
3,15,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,75,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,213,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2.5,60,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,10,,,,,FALSE,,,TRUE,,
2,72,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3.5,381,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,5,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,,
1.5,5,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3,87,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,19,TRUE,TRUE,,,TRUE,,,TRUE,TRUE,TRUE
2,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,15,,,,,TRUE,,,TRUE,,
2,32,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,14,,,,,FALSE,,,FALSE,,
2,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,7,,,,,,,,TRUE,,
4,544,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,None,TRUE,TRUE
3.5,165,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
3,106,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2.5,8,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,TRUE
2.5,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,36,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,51,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,234,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,107,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,None,FALSE,TRUE
4,97,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2,14,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,24,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,7,TRUE,,,,TRUE,,,TRUE,,
4,64,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2,27,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2,163,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
4.5,97,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,9,TRUE,,,,,TRUE,,,,
2,17,TRUE,TRUE,,FALSE,TRUE,,,TRUE,,TRUE
3,9,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,TRUE,TRUE,
1.5,30,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
4,544,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,14,TRUE,,,,TRUE,TRUE,FALSE,TRUE,,
2,14,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2.5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3,22,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,23,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,18,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,
4.5,190,TRUE,TRUE,FALSE,TRUE,None,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,14,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,13,TRUE,,,,TRUE,,,,,
2,28,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,
2.5,50,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
2,21,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,40,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,16,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,17,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
4,246,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,344,TRUE,None,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,333,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1.5,51,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,36,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,553,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
1.5,111,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,392,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
3,229,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,12,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
3,202,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,7,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,36,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
1,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3,14,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,TRUE,TRUE
4.5,69,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,
3.5,734,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,58,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
3,61,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,48,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1,9,TRUE,,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,
3.5,124,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
3,43,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,31,TRUE,TRUE,FALSE,,TRUE,,,None,TRUE,
1,21,,,,,TRUE,,,TRUE,,
4.5,13,,,TRUE,,TRUE,TRUE,TRUE,TRUE,,
3.5,238,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,26,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,None
1.5,36,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,
3,81,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3,85,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1.5,10,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,44,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1.5,31,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,139,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
2,17,TRUE,,FALSE,,TRUE,TRUE,,TRUE,TRUE,
4.5,134,TRUE,None,FALSE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE
3,63,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3.5,233,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,43,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE
4,186,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,20,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,290,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,6,,,,,,,,,,
3,8,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,
2,11,,,,,FALSE,,,FALSE,,
1.5,41,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3,57,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,10,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,60,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2.5,13,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4.5,13,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,23,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3.5,305,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,82,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,55,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1.5,11,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,72,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3.5,101,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5,14,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,8,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
3,15,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
1.5,17,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,18,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,10,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,
1.5,6,TRUE,,FALSE,,TRUE,,TRUE,TRUE,,
4,99,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
5,10,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,TRUE
1.5,19,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,
3.5,34,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2.5,12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
4.5,28,TRUE,,,,TRUE,,,TRUE,TRUE,
5,5,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE
2.5,16,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
1.5,10,TRUE,,,FALSE,TRUE,,,None,,TRUE
3.5,191,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,8,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,6,TRUE,,,TRUE,TRUE,,,TRUE,,TRUE
4,5,,,,,,,,TRUE,,
4,197,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,11,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3,8,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,
4,205,TRUE,None,FALSE,TRUE,None,TRUE,TRUE,None,TRUE,TRUE
4,425,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,57,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,6,TRUE,,FALSE,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
1.5,17,,,FALSE,,TRUE,,,TRUE,TRUE,
3.5,67,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,53,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,19,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,37,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2,21,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
1.5,17,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
2,28,TRUE,,FALSE,,,,TRUE,TRUE,,
1.5,16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
3,8,TRUE,,FALSE,,TRUE,TRUE,TRUE,,TRUE,
3,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1.5,23,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,274,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,23,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,151,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE
1,14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
3,21,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,32,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,43,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,320,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1,16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
2,24,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,222,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,17,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,
3,17,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,10,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,TRUE,TRUE
3,97,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,109,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,20,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2.5,22,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
4,5,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,
1.5,35,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,12,TRUE,None,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1.5,9,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
3.5,7,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,36,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2,52,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,11,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,8,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,,
3.5,113,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,57,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2.5,18,TRUE,,FALSE,,TRUE,None,TRUE,TRUE,TRUE,
4.5,10,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,
3,6,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
2,28,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
5,6,TRUE,FALSE,FALSE,TRUE,TRUE,,,FALSE,FALSE,TRUE
4,89,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
2,6,,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
1.5,20,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,31,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
3,30,TRUE,,FALSE,,,,,,TRUE,
3,101,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2,5,TRUE,FALSE,,,TRUE,,,,,
2.5,105,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,26,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,None,TRUE,TRUE
1.5,38,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,5,TRUE,TRUE,,FALSE,TRUE,,,TRUE,TRUE,FALSE
2.5,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE
3.5,172,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
3.5,72,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,112,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,24,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,28,TRUE,TRUE,FALSE,FALSE,TRUE,,,TRUE,FALSE,FALSE
3,110,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,12,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
2,57,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5,13,,,,,TRUE,,,,TRUE,
1.5,13,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
1,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1.5,14,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
4.5,77,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
3.5,244,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
3,167,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
4,11,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,
1.5,57,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,42,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,
3,25,TRUE,FALSE,FALSE,,TRUE,FALSE,TRUE,FALSE,TRUE,
2.5,27,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
3,8,TRUE,TRUE,,FALSE,,TRUE,TRUE,FALSE,TRUE,
4.5,11,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,
2,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,91,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,81,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3,249,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2.5,17,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,18,,,,,,,,TRUE,,
3.5,766,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4.5,19,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
2.5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3.5,226,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,None,TRUE,TRUE
2,33,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
4.5,5,,,,,,,,,,
3,312,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2.5,24,TRUE,,FALSE,,TRUE,FALSE,TRUE,TRUE,TRUE,
2,41,TRUE,TRUE,FALSE,,TRUE,,,TRUE,,
2,37,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,17,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,437,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
1.5,26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1.5,30,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
4,6,FALSE,,FALSE,,TRUE,TRUE,TRUE,None,,
2.5,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1.5,15,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,18,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,65,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,TRUE,TRUE
3.5,29,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,39,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
3.5,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
