state,stars,review_count,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsReservations,Caters,RestaurantsTakeOut,GoodForKids,RestaurantsGoodForGroups,RestaurantsDelivery,HasTV,BikeParking
NV,4,63,TRUE,FALSE,,,TRUE,,,TRUE,TRUE,TRUE
TN,2,16,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,4,16,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
IN,2,51,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
MO,2.5,31,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
FL,1.5,16,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
PA,3.5,125,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IN,1.5,29,TRUE,,,,TRUE,,,TRUE,TRUE,FALSE
NJ,4,96,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
CA,4,566,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
ID,2,25,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
AZ,1.5,24,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NJ,2,29,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
NV,4.5,457,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
AZ,2.5,22,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IL,2,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
AZ,2,157,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
TN,2.5,12,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,,FALSE
IN,2,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
ID,3,12,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,2.5,50,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,2,52,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
PA,3,41,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
IN,3.5,18,TRUE,None,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
TN,4,109,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
FL,3,99,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
AB,3.5,43,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3,7,TRUE,TRUE,FALSE,FALSE,TRUE,,,FALSE,TRUE,FALSE
PA,3.5,85,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
AZ,2.5,14,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
MO,2,15,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3,94,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
FL,2.5,19,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
MO,4.5,27,TRUE,TRUE,FALSE,,TRUE,TRUE,,TRUE,,
IN,1.5,168,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
FL,2,33,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,2,24,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
FL,3.5,62,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
IL,1.5,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
PA,4,20,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,,FALSE
AB,3.5,9,,,,,,,,,,FALSE
CA,4,240,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
IN,1.5,24,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
PA,3,40,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3.5,7,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
PA,2.5,16,TRUE,TRUE,FALSE,FALSE,TRUE,,,FALSE,,FALSE
PA,3.5,65,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
IN,3.5,207,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,
IN,1.5,45,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,3,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,3,31,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE
FL,3.5,908,TRUE,None,FALSE,TRUE,None,TRUE,TRUE,None,TRUE,TRUE
MO,2.5,5,TRUE,,FALSE,,TRUE,TRUE,TRUE,FALSE,,TRUE
PA,1.5,7,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,,
TN,1.5,17,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,
FL,2.5,10,,TRUE,,,,,,TRUE,,
FL,3.5,242,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,3,86,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
PA,4.5,21,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
IN,2,14,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
LA,1.5,53,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
NJ,2.5,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IL,4.5,226,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
IN,2.5,38,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
FL,1.5,10,TRUE,,FALSE,,FALSE,FALSE,,TRUE,,
AZ,3.5,111,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TN,3,17,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,
PA,2.5,49,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
ID,2.5,57,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
MO,4,523,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
LA,3.5,37,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
FL,2.5,14,TRUE,None,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
NJ,3.5,12,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
TN,4,284,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3.5,244,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ID,4,25,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
IN,2,24,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
TN,2,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
FL,3.5,41,,,FALSE,,TRUE,,,FALSE,TRUE,
MO,2.5,64,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DE,4,198,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
AZ,1.5,5,,TRUE,,,,,,,TRUE,
TN,2.5,9,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE,TRUE,
MO,3.5,178,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NJ,3,42,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,4.5,14,,,,,None,,,TRUE,TRUE,
LA,4.5,16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
NJ,3.5,6,,,,,,,,,,
IN,4,1608,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MO,1.5,31,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
FL,3,18,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FL,2,17,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,
PA,4,54,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
PA,4.5,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
IN,1.5,22,TRUE,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,
PA,3,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,2.5,7,,,FALSE,,FALSE,,,TRUE,,
LA,2.5,9,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,None,TRUE,FALSE
TN,3.5,66,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
TN,2.5,23,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,
PA,4,177,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE
PA,4,14,FALSE,TRUE,FALSE,TRUE,TRUE,,,TRUE,TRUE,FALSE
NV,2,45,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,3.5,574,TRUE,None,FALSE,TRUE,None,TRUE,TRUE,None,TRUE,TRUE
TN,4,323,TRUE,None,TRUE,FALSE,None,TRUE,TRUE,None,TRUE,TRUE
FL,3,206,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,4.5,31,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,
FL,3.5,226,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,3.5,629,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,3,54,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,3.5,118,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
NJ,2,16,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
IN,2,10,TRUE,,FALSE,,TRUE,,FALSE,TRUE,,
MO,1.5,27,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
LA,2,24,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,1.5,14,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
LA,2.5,17,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,4.5,62,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
FL,3,77,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DE,5,21,,,,,,,,,,
PA,2,83,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
MO,4,496,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DE,3,73,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
ID,2,9,TRUE,,FALSE,,TRUE,TRUE,,TRUE,,
LA,3.5,6,TRUE,TRUE,,,TRUE,,TRUE,FALSE,TRUE,TRUE
NJ,3,11,,,,,TRUE,,,TRUE,,
AZ,2.5,20,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
FL,2.5,118,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
NJ,4,7,,,,,None,,,None,,
PA,2.5,34,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
TN,2.5,47,,TRUE,,,,,,TRUE,TRUE,
NV,4,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
PA,3,32,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
IN,3.5,101,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
FL,3.5,440,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
IN,4,8,TRUE,FALSE,,,TRUE,TRUE,TRUE,,TRUE,
LA,1.5,15,TRUE,,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
LA,3,309,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TN,4,9,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,
AZ,4,10,,,,,,,,TRUE,,
PA,2.5,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,3.5,71,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
PA,3,9,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,TRUE
AZ,4,45,,,,TRUE,TRUE,,,,TRUE,
IN,4,31,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
NV,1,39,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
TN,1.5,73,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
NJ,3.5,19,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,2,10,TRUE,TRUE,,FALSE,TRUE,,,TRUE,TRUE,FALSE
AB,3,21,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
TN,1.5,46,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,3,73,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
MO,2.5,22,TRUE,TRUE,,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE
FL,3.5,167,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
IL,2.5,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3,14,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,3,51,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,2.5,227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
DE,3,9,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
MO,3.5,240,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PA,1.5,38,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,3.5,41,,TRUE,,,None,,,None,TRUE,
NJ,4.5,31,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,,
CA,3,28,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
AZ,4.5,11,,,,,,,,FALSE,,
IL,3.5,11,TRUE,FALSE,,,TRUE,FALSE,,,FALSE,
LA,4,825,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
IL,3,26,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,2.5,10,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
NJ,4,71,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
AZ,2.5,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
MO,1.5,8,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
AZ,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
LA,2.5,7,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
FL,3.5,82,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,1.5,21,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
FL,2,41,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
PA,3.5,21,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
PA,2.5,129,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
IN,3,66,TRUE,,,,TRUE,,,TRUE,,
AZ,3,5,,TRUE,,,TRUE,,,TRUE,,
IL,3.5,5,TRUE,,TRUE,,TRUE,TRUE,TRUE,FALSE,TRUE,
AB,3.5,6,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,
PA,1.5,89,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,1.5,24,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
PA,4,16,,,,,,TRUE,TRUE,,TRUE,
ID,3,44,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AB,4,5,,None,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,
MO,4,143,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
TN,4.5,27,,TRUE,FALSE,,TRUE,,,TRUE,TRUE,
FL,4,50,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
FL,1.5,19,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE
FL,2.5,47,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
IN,1.5,22,TRUE,,FALSE,,TRUE,TRUE,TRUE,TRUE,,
FL,3,36,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,3.5,47,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,1.5,8,TRUE,None,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,
NV,1.5,67,TRUE,None,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
FL,4,40,,,TRUE,,,TRUE,TRUE,,TRUE,
FL,2,16,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
FL,1.5,30,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AB,2.5,7,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PA,2.5,131,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,1.5,33,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
IN,3,19,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,None,TRUE,TRUE
IN,3,37,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IL,2.5,24,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
NJ,1.5,14,TRUE,FALSE,FALSE,,TRUE,,FALSE,TRUE,,
LA,4.5,52,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
AB,1.5,11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
FL,4.5,9,TRUE,FALSE,,TRUE,TRUE,,,TRUE,TRUE,TRUE
TN,2,20,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
AZ,3,40,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
FL,4.5,8,TRUE,None,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
IN,3.5,41,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NJ,4.5,50,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,4.5,17,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,
MO,2.5,12,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LA,4,18,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,
PA,2,22,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,1.5,18,TRUE,None,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
FL,2,21,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,3,25,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
IN,3.5,38,,,,,,,,,TRUE,
NV,2.5,45,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
PA,4,1697,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
FL,2,24,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
CA,5,16,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,
FL,2.5,18,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TN,2,54,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
AB,2.5,38,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
AB,3.5,46,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
IN,2.5,107,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NJ,3,13,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,
PA,3.5,44,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
NJ,4,35,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
FL,4.5,66,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,FALSE,TRUE
LA,4,110,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
LA,1.5,15,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,None,TRUE,TRUE
ID,4,102,TRUE,None,FALSE,TRUE,TRUE,TRUE,,None,TRUE,TRUE
TN,3.5,321,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
TN,4.5,94,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PA,3,149,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
MO,3.5,90,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,2,18,TRUE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
IN,1.5,12,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
CA,4.5,272,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
PA,3.5,45,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
NJ,4,120,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
IN,2,44,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
AB,4,26,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PA,3,30,TRUE,TRUE,FALSE,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
NJ,2.5,72,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
LA,2,17,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
DE,3.5,233,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
NJ,4.5,36,TRUE,FALSE,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE
FL,2.5,57,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
MO,4,34,TRUE,TRUE,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
AZ,1.5,39,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
FL,2.5,238,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,None,TRUE,TRUE
IN,3,209,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
PA,3.5,54,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
IN,5,16,,TRUE,,,TRUE,,,TRUE,,
FL,3,13,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
